
--- RSI|VP-buy m1% (346 entries, 5457%) ---
   BUY | 2023-06-26 02:00 | $    30,173 | Cap: $     3,776 | VP<VAL(3d)
  SELL | 2023-06-27 11:00 | $    30,657 | Cap: $     3,837 | VP>VAH(3d)
   BUY | 2023-06-28 08:00 | $    30,186 | Cap: $     3,837 | VP<VAL(3d)
  SELL | 2023-06-30 05:00 | $    30,878 | Cap: $     3,925 | VP>VAH(3d)
   BUY | 2023-06-30 14:00 | $    30,136 | Cap: $     3,925 | VP<VAL(3d)
  SELL | 2023-07-01 15:00 | $    30,609 | Cap: $     3,987 | VP>VAH(3d)
   BUY | 2023-07-04 20:00 | $    30,697 | Cap: $     3,987 | VP<VAL(3d)
  SELL | 2023-07-06 09:00 | $    31,330 | Cap: $     4,069 | VP>VAH(3d)
   BUY | 2023-07-06 13:00 | $    30,600 | Cap: $     4,069 | VP<VAL(3d)
  SELL | 2023-07-10 15:00 | $    30,310 | Cap: $     4,030 | VP>VAH(3d)
   BUY | 2023-07-12 13:00 | $    30,721 | Cap: $     4,030 | VP<VAL(3d)
  SELL | 2023-07-13 16:00 | $    30,917 | Cap: $     4,056 | VP>VAH(3d)
   BUY | 2023-07-14 18:00 | $    30,689 | Cap: $     4,056 | VP<VAL(3d)
  SELL | 2023-07-20 06:00 | $    30,126 | Cap: $     3,982 | VP>VAH(3d)
   BUY | 2023-07-20 15:00 | $    29,782 | Cap: $     3,982 | VP<VAL(3d)
  SELL | 2023-07-23 09:00 | $    29,948 | Cap: $     4,004 | VP>VAH(3d)
   BUY | 2023-07-24 04:00 | $    29,716 | Cap: $     4,004 | VP<VAL(3d)
  SELL | 2023-07-26 19:00 | $    29,378 | Cap: $     3,958 | VP>VAH(3d)
   BUY | 2023-07-30 20:00 | $    29,202 | Cap: $     3,958 | VP<VAL(3d)
  SELL | 2023-07-31 01:00 | $    29,462 | Cap: $     3,993 | VP>VAH(3d)
   BUY | 2023-07-31 16:00 | $    29,248 | Cap: $     3,993 | VP<VAL(3d)
  SELL | 2023-07-31 17:00 | $    29,232 | Cap: $     3,991 | VP>VAH(3d)
   BUY | 2023-07-31 18:00 | $    29,216 | Cap: $     3,991 | VP<VAL(3d)
  SELL | 2023-07-31 22:00 | $    29,243 | Cap: $     3,995 | VP>VAH(3d)
   BUY | 2023-08-01 03:00 | $    28,933 | Cap: $     3,995 | VP<VAL(3d)
  SELL | 2023-08-01 19:00 | $    29,272 | Cap: $     4,042 | VP>VAH(3d)
   BUY | 2023-08-04 21:00 | $    28,968 | Cap: $     4,042 | VP<VAL(3d)
  SELL | 2023-08-06 21:00 | $    29,136 | Cap: $     4,065 | VP>VAH(3d)
   BUY | 2023-08-07 16:00 | $    28,858 | Cap: $     4,065 | VP<VAL(3d)
  SELL | 2023-08-07 20:00 | $    29,155 | Cap: $     4,107 | VP>VAH(3d)
   BUY | 2023-08-09 17:00 | $    29,513 | Cap: $     4,107 | VP<VAL(3d)
  SELL | 2023-08-14 15:00 | $    29,534 | Cap: $     4,110 | VP>VAH(3d)
   BUY | 2023-08-15 17:00 | $    29,283 | Cap: $     4,110 | VP<VAL(3d)
  SELL | 2023-08-21 22:00 | $    26,196 | Cap: $     3,677 | VP>VAH(3d)
   BUY | 2023-08-22 14:00 | $    25,999 | Cap: $     3,677 | VP<VAL(3d)
  SELL | 2023-08-23 16:00 | $    26,144 | Cap: $     3,697 | VP>VAH(3d)
   BUY | 2023-08-28 06:00 | $    25,963 | Cap: $     3,697 | VP<VAL(3d)
  SELL | 2023-08-28 17:00 | $    26,147 | Cap: $     3,723 | VP>VAH(3d)
   BUY | 2023-08-28 21:00 | $    25,993 | Cap: $     3,723 | VP<VAL(3d)
  SELL | 2023-08-29 15:00 | $    27,492 | Cap: $     3,938 | VP>VAH(3d)
   BUY | 2023-08-29 21:00 | $    27,569 | Cap: $     3,938 | VP<VAL(3d)
  SELL | 2023-08-30 02:00 | $    27,553 | Cap: $     3,936 | VP>VAH(3d)
   BUY | 2023-08-30 15:00 | $    27,110 | Cap: $     3,936 | VP<VAL(3d)
  SELL | 2023-09-03 21:00 | $    26,048 | Cap: $     3,781 | VP>VAH(3d)
   BUY | 2023-09-04 22:00 | $    25,678 | Cap: $     3,781 | VP<VAL(3d)
  SELL | 2023-09-07 17:00 | $    25,829 | Cap: $     3,804 | VP>VAH(3d)
   BUY | 2023-09-11 01:00 | $    25,726 | Cap: $     3,804 | VP<VAL(3d)
  SELL | 2023-09-12 11:00 | $    26,160 | Cap: $     3,868 | VP>VAH(3d)
   BUY | 2023-09-17 21:00 | $    26,436 | Cap: $     3,868 | VP<VAL(3d)
  SELL | 2023-09-18 03:00 | $    26,663 | Cap: $     3,901 | VP>VAH(3d)
   BUY | 2023-09-20 20:00 | $    26,931 | Cap: $     3,901 | VP<VAL(3d)
  SELL | 2023-09-24 18:00 | $    26,673 | Cap: $     3,864 | VP>VAH(3d)
   BUY | 2023-09-24 20:00 | $    26,449 | Cap: $     3,864 | VP<VAL(3d)
  SELL | 2023-09-27 10:00 | $    26,398 | Cap: $     3,856 | VP>VAH(3d)
   BUY | 2023-10-02 16:00 | $    28,026 | Cap: $     3,856 | VP<VAL(3d)
  SELL | 2023-10-05 11:00 | $    27,737 | Cap: $     3,816 | VP>VAH(3d)
   BUY | 2023-10-06 13:00 | $    27,253 | Cap: $     3,816 | VP<VAL(3d)
  SELL | 2023-10-06 16:00 | $    27,941 | Cap: $     3,913 | VP>VAH(3d)
   BUY | 2023-10-09 09:00 | $    27,746 | Cap: $     3,913 | VP<VAL(3d)
  SELL | 2023-10-13 13:00 | $    26,933 | Cap: $     3,798 | VP>VAH(3d)
   BUY | 2023-10-16 14:00 | $    28,000 | Cap: $     3,798 | VP<VAL(3d)
  SELL | 2023-10-16 19:00 | $    28,551 | Cap: $     3,873 | VP>VAH(3d)
   BUY | 2023-10-27 18:00 | $    33,600 | Cap: $     3,873 | VP<VAL(3d)
  SELL | 2023-10-29 09:00 | $    34,242 | Cap: $     3,947 | VP>VAH(3d)
   BUY | 2023-11-01 15:00 | $    34,184 | Cap: $     3,947 | VP<VAL(3d)
  SELL | 2023-11-01 21:00 | $    35,406 | Cap: $     4,088 | VP>VAH(3d)
   BUY | 2023-11-07 03:00 | $    34,814 | Cap: $     4,088 | VP<VAL(3d)
  SELL | 2023-11-07 19:00 | $    35,377 | Cap: $     4,154 | VP>VAH(3d)
   BUY | 2023-11-13 12:00 | $    36,810 | Cap: $     4,154 | VP<VAL(3d)
  SELL | 2023-11-15 09:00 | $    35,792 | Cap: $     4,039 | VP>VAH(3d)
   BUY | 2023-11-16 14:00 | $    36,770 | Cap: $     4,039 | VP<VAL(3d)
  SELL | 2023-11-19 19:00 | $    36,836 | Cap: $     4,046 | VP>VAH(3d)
   BUY | 2023-11-21 15:00 | $    36,636 | Cap: $     4,046 | VP<VAL(3d)
  SELL | 2023-11-22 21:00 | $    37,616 | Cap: $     4,155 | VP>VAH(3d)
   BUY | 2023-11-26 15:00 | $    37,341 | Cap: $     4,155 | VP<VAL(3d)
  SELL | 2023-11-28 02:00 | $    37,198 | Cap: $     4,139 | VP>VAH(3d)
   BUY | 2023-11-29 15:00 | $    37,824 | Cap: $     4,139 | VP<VAL(3d)
  SELL | 2023-12-01 05:00 | $    38,180 | Cap: $     4,178 | VP>VAH(3d)
   BUY | 2023-12-08 08:00 | $    43,166 | Cap: $     4,178 | VP<VAL(3d)
  SELL | 2023-12-08 21:00 | $    44,364 | Cap: $     4,294 | VP>VAH(3d)
   BUY | 2023-12-11 02:00 | $    43,222 | Cap: $     4,294 | VP<VAL(3d)
  SELL | 2023-12-13 20:00 | $    42,734 | Cap: $     4,245 | VP>VAH(3d)
   BUY | 2023-12-15 15:00 | $    42,181 | Cap: $     4,245 | VP<VAL(3d)
  SELL | 2023-12-18 22:00 | $    42,620 | Cap: $     4,289 | VP>VAH(3d)
   BUY | 2023-12-24 06:00 | $    43,490 | Cap: $     4,289 | VP<VAL(3d)
  SELL | 2023-12-27 11:00 | $    43,196 | Cap: $     4,260 | VP>VAH(3d)
   BUY | 2023-12-28 09:00 | $    42,931 | Cap: $     4,260 | VP<VAL(3d)
  SELL | 2023-12-31 10:00 | $    42,747 | Cap: $     4,242 | VP>VAH(3d)
   BUY | 2024-01-03 12:00 | $    43,703 | Cap: $     4,242 | VP<VAL(3d)
  SELL | 2024-01-05 07:00 | $    43,845 | Cap: $     4,256 | VP>VAH(3d)
   BUY | 2024-01-08 03:00 | $    43,371 | Cap: $     4,256 | VP<VAL(3d)
  SELL | 2024-01-08 11:00 | $    44,089 | Cap: $     4,326 | VP>VAH(3d)
   BUY | 2024-01-09 13:00 | $    46,166 | Cap: $     4,326 | VP<VAL(3d)
  SELL | 2024-01-11 12:00 | $    47,060 | Cap: $     4,410 | VP>VAH(3d)
   BUY | 2024-01-12 16:00 | $    44,462 | Cap: $     4,410 | VP<VAL(3d)
  SELL | 2024-01-16 13:00 | $    43,156 | Cap: $     4,280 | VP>VAH(3d)
   BUY | 2024-01-17 16:00 | $    42,483 | Cap: $     4,280 | VP<VAL(3d)
  SELL | 2024-01-21 10:00 | $    41,748 | Cap: $     4,206 | VP>VAH(3d)
   BUY | 2024-01-22 04:00 | $    41,197 | Cap: $     4,206 | VP<VAL(3d)
  SELL | 2024-01-24 11:00 | $    40,352 | Cap: $     4,120 | VP>VAH(3d)
   BUY | 2024-01-31 02:00 | $    42,783 | Cap: $     4,120 | VP<VAL(3d)
  SELL | 2024-02-05 13:00 | $    43,255 | Cap: $     4,165 | VP>VAH(3d)
   BUY | 2024-02-05 16:00 | $    42,644 | Cap: $     4,165 | VP<VAL(3d)
  SELL | 2024-02-06 16:00 | $    43,245 | Cap: $     4,224 | VP>VAH(3d)
   BUY | 2024-02-13 18:00 | $    48,844 | Cap: $     4,224 | VP<VAL(3d)
  SELL | 2024-02-13 21:00 | $    49,399 | Cap: $     4,272 | VP>VAH(3d)
   BUY | 2024-02-17 10:00 | $    51,676 | Cap: $     4,272 | VP<VAL(3d)
  SELL | 2024-02-18 23:00 | $    52,240 | Cap: $     4,319 | VP>VAH(3d)
   BUY | 2024-02-20 17:00 | $    51,396 | Cap: $     4,319 | VP<VAL(3d)
  SELL | 2024-02-25 02:00 | $    51,684 | Cap: $     4,343 | VP>VAH(3d)
   BUY | 2024-02-26 08:00 | $    51,293 | Cap: $     4,343 | VP<VAL(3d)
  SELL | 2024-02-26 16:00 | $    52,842 | Cap: $     4,474 | VP>VAH(3d)
   BUY | 2024-03-05 17:00 | $    65,496 | Cap: $     4,474 | VP<VAL(3d)
  SELL | 2024-03-08 15:00 | $    68,422 | Cap: $     4,674 | VP>VAH(3d)
   BUY | 2024-03-12 17:00 | $    70,507 | Cap: $     4,674 | VP<VAL(3d)
  SELL | 2024-03-13 07:00 | $    72,708 | Cap: $     4,820 | VP>VAH(3d)
   BUY | 2024-03-14 16:00 | $    70,844 | Cap: $     4,820 | VP<VAL(3d)
  SELL | 2024-03-20 19:00 | $    65,415 | Cap: $     4,450 | VP>VAH(3d)
   BUY | 2024-03-27 16:00 | $    68,874 | Cap: $     4,450 | VP<VAL(3d)
  SELL | 2024-03-28 11:00 | $    70,800 | Cap: $     4,575 | VP>VAH(3d)
   BUY | 2024-03-31 | $    69,582 | Cap: $     4,575 | VP<VAL(3d)
  SELL | 2024-03-31 19:00 | $    70,857 | Cap: $     4,659 | VP>VAH(3d)
   BUY | 2024-04-01 06:00 | $    69,167 | Cap: $     4,659 | VP<VAL(3d)
  SELL | 2024-04-01 07:00 | $    69,615 | Cap: $     4,689 | VP>VAH(3d)
   BUY | 2024-04-01 15:00 | $    68,906 | Cap: $     4,689 | VP<VAL(3d)
  SELL | 2024-04-02 06:00 | $    66,765 | Cap: $     4,543 | VP>VAH(3d)
   BUY | 2024-04-02 09:00 | $    66,240 | Cap: $     4,543 | VP<VAL(3d)
  SELL | 2024-04-04 14:00 | $    67,242 | Cap: $     4,612 | VP>VAH(3d)
   BUY | 2024-04-08 15:00 | $    71,726 | Cap: $     4,612 | VP<VAL(3d)
  SELL | 2024-04-12 05:00 | $    71,116 | Cap: $     4,573 | VP>VAH(3d)
   BUY | 2024-04-12 17:00 | $    68,841 | Cap: $     4,573 | VP<VAL(3d)
  SELL | 2024-04-12 20:00 | $    66,844 | Cap: $     4,440 | VP>VAH(3d)
   BUY | 2024-04-13 02:00 | $    65,887 | Cap: $     4,440 | VP<VAL(3d)
  SELL | 2024-04-13 04:00 | $    67,161 | Cap: $     4,526 | VP>VAH(3d)
   BUY | 2024-04-13 20:00 | $    64,788 | Cap: $     4,526 | VP<VAL(3d)
  SELL | 2024-04-14 03:00 | $    63,084 | Cap: $     4,407 | VP>VAH(3d)
   BUY | 2024-04-15 06:00 | $    65,467 | Cap: $     4,407 | VP<VAL(3d)
  SELL | 2024-04-19 07:00 | $    64,624 | Cap: $     4,350 | VP>VAH(3d)
   BUY | 2024-04-19 17:00 | $    64,006 | Cap: $     4,350 | VP<VAL(3d)
  SELL | 2024-04-20 18:00 | $    65,200 | Cap: $     4,431 | VP>VAH(3d)
   BUY | 2024-04-24 15:00 | $    65,235 | Cap: $     4,431 | VP<VAL(3d)
  SELL | 2024-04-29 23:00 | $    63,890 | Cap: $     4,340 | VP>VAH(3d)
   BUY | 2024-04-30 09:00 | $    61,919 | Cap: $     4,340 | VP<VAL(3d)
  SELL | 2024-05-01 19:00 | $    58,914 | Cap: $     4,129 | VP>VAH(3d)
   BUY | 2024-05-07 | $    63,165 | Cap: $     4,129 | VP<VAL(3d)
  SELL | 2024-05-07 09:00 | $    64,232 | Cap: $     4,199 | VP>VAH(3d)
   BUY | 2024-05-07 19:00 | $    63,170 | Cap: $     4,199 | VP<VAL(3d)
  SELL | 2024-05-09 23:00 | $    63,280 | Cap: $     4,206 | VP>VAH(3d)
   BUY | 2024-05-10 15:00 | $    61,064 | Cap: $     4,206 | VP<VAL(3d)
  SELL | 2024-05-12 16:00 | $    61,419 | Cap: $     4,231 | VP>VAH(3d)
   BUY | 2024-05-14 07:00 | $    62,042 | Cap: $     4,231 | VP<VAL(3d)
  SELL | 2024-05-15 09:00 | $    62,144 | Cap: $     4,238 | VP>VAH(3d)
   BUY | 2024-05-19 20:00 | $    66,034 | Cap: $     4,238 | VP<VAL(3d)
  SELL | 2024-05-20 16:00 | $    67,420 | Cap: $     4,327 | VP>VAH(3d)
   BUY | 2024-05-21 14:00 | $    70,596 | Cap: $     4,327 | VP<VAL(3d)
  SELL | 2024-05-24 18:00 | $    68,919 | Cap: $     4,224 | VP>VAH(3d)
   BUY | 2024-05-27 12:00 | $    68,434 | Cap: $     4,224 | VP<VAL(3d)
  SELL | 2024-05-27 15:00 | $    69,500 | Cap: $     4,290 | VP>VAH(3d)
   BUY | 2024-05-28 04:00 | $    68,050 | Cap: $     4,290 | VP<VAL(3d)
  SELL | 2024-05-30 14:00 | $    68,624 | Cap: $     4,326 | VP>VAH(3d)
   BUY | 2024-05-31 15:00 | $    67,502 | Cap: $     4,326 | VP<VAL(3d)
  SELL | 2024-06-02 14:00 | $    68,166 | Cap: $     4,368 | VP>VAH(3d)
   BUY | 2024-06-07 18:00 | $    69,804 | Cap: $     4,368 | VP<VAL(3d)
  SELL | 2024-06-10 16:00 | $    70,066 | Cap: $     4,385 | VP>VAH(3d)
   BUY | 2024-06-11 02:00 | $    68,724 | Cap: $     4,385 | VP<VAL(3d)
  SELL | 2024-06-16 11:00 | $    66,716 | Cap: $     4,257 | VP>VAH(3d)
   BUY | 2024-06-17 10:00 | $    65,722 | Cap: $     4,257 | VP<VAL(3d)
  SELL | 2024-06-17 19:00 | $    67,101 | Cap: $     4,346 | VP>VAH(3d)
   BUY | 2024-06-18 01:00 | $    65,750 | Cap: $     4,346 | VP<VAL(3d)
  SELL | 2024-06-18 21:00 | $    64,936 | Cap: $     4,292 | VP>VAH(3d)
   BUY | 2024-06-21 04:00 | $    64,506 | Cap: $     4,292 | VP<VAL(3d)
  SELL | 2024-06-24 10:00 | $    61,402 | Cap: $     4,086 | VP>VAH(3d)
   BUY | 2024-06-24 16:00 | $    60,844 | Cap: $     4,086 | VP<VAL(3d)
  SELL | 2024-06-25 03:00 | $    60,676 | Cap: $     4,075 | VP>VAH(3d)
   BUY | 2024-06-28 15:00 | $    60,928 | Cap: $     4,075 | VP<VAL(3d)
  SELL | 2024-06-30 19:00 | $    62,055 | Cap: $     4,150 | VP>VAH(3d)
   BUY | 2024-07-02 15:00 | $    62,035 | Cap: $     4,150 | VP<VAL(3d)
  SELL | 2024-07-05 06:00 | $    54,806 | Cap: $     3,666 | VP>VAH(3d)
   BUY | 2024-07-05 07:00 | $    54,284 | Cap: $     3,666 | VP<VAL(3d)
  SELL | 2024-07-05 11:00 | $    54,988 | Cap: $     3,714 | VP>VAH(3d)
   BUY | 2024-07-08 16:00 | $    55,762 | Cap: $     3,714 | VP<VAL(3d)
  SELL | 2024-07-10 04:00 | $    58,180 | Cap: $     3,875 | VP>VAH(3d)
   BUY | 2024-07-12 02:00 | $    56,950 | Cap: $     3,875 | VP<VAL(3d)
  SELL | 2024-07-13 10:00 | $    58,678 | Cap: $     3,993 | VP>VAH(3d)
   BUY | 2024-07-18 16:00 | $    63,538 | Cap: $     3,993 | VP<VAL(3d)
  SELL | 2024-07-19 14:00 | $    65,136 | Cap: $     4,093 | VP>VAH(3d)
   BUY | 2024-07-23 06:00 | $    66,428 | Cap: $     4,093 | VP<VAL(3d)
  SELL | 2024-07-25 21:00 | $    65,298 | Cap: $     4,023 | VP>VAH(3d)
   BUY | 2024-07-29 17:00 | $    66,940 | Cap: $     4,023 | VP<VAL(3d)
  SELL | 2024-08-05 03:00 | $    54,698 | Cap: $     3,288 | VP>VAH(3d)
   BUY | 2024-08-05 04:00 | $    53,891 | Cap: $     3,288 | VP<VAL(3d)
  SELL | 2024-08-06 01:00 | $    56,038 | Cap: $     3,419 | VP>VAH(3d)
   BUY | 2024-08-11 16:00 | $    60,127 | Cap: $     3,419 | VP<VAL(3d)
  SELL | 2024-08-12 12:00 | $    59,852 | Cap: $     3,403 | VP>VAH(3d)
   BUY | 2024-08-12 14:00 | $    58,158 | Cap: $     3,403 | VP<VAL(3d)
  SELL | 2024-08-12 16:00 | $    60,207 | Cap: $     3,523 | VP>VAH(3d)
   BUY | 2024-08-15 07:00 | $    58,101 | Cap: $     3,523 | VP<VAL(3d)
  SELL | 2024-08-16 20:00 | $    59,683 | Cap: $     3,619 | VP>VAH(3d)
   BUY | 2024-08-19 10:00 | $    58,007 | Cap: $     3,619 | VP<VAL(3d)
  SELL | 2024-08-20 01:00 | $    60,483 | Cap: $     3,773 | VP>VAH(3d)
   BUY | 2024-08-26 16:00 | $    63,533 | Cap: $     3,773 | VP<VAL(3d)
  SELL | 2024-08-28 10:00 | $    60,200 | Cap: $     3,575 | VP>VAH(3d)
   BUY | 2024-08-30 15:00 | $    58,463 | Cap: $     3,575 | VP<VAL(3d)
  SELL | 2024-09-02 21:00 | $    58,992 | Cap: $     3,608 | VP>VAH(3d)
   BUY | 2024-09-04 | $    57,488 | Cap: $     3,608 | VP<VAL(3d)
  SELL | 2024-09-04 08:00 | $    56,746 | Cap: $     3,561 | VP>VAH(3d)
   BUY | 2024-09-05 16:00 | $    55,976 | Cap: $     3,561 | VP<VAL(3d)
  SELL | 2024-09-09 09:00 | $    55,244 | Cap: $     3,514 | VP>VAH(3d)
   BUY | 2024-09-11 14:00 | $    55,740 | Cap: $     3,514 | VP<VAL(3d)
  SELL | 2024-09-12 02:00 | $    58,138 | Cap: $     3,666 | VP>VAH(3d)
   BUY | 2024-09-16 | $    59,132 | Cap: $     3,666 | VP<VAL(3d)
  SELL | 2024-09-17 | $    58,214 | Cap: $     3,609 | VP>VAH(3d)
   BUY | 2024-09-17 02:00 | $    57,896 | Cap: $     3,609 | VP<VAL(3d)
  SELL | 2024-09-17 11:00 | $    59,236 | Cap: $     3,692 | VP>VAH(3d)
   BUY | 2024-09-18 14:00 | $    59,508 | Cap: $     3,692 | VP<VAL(3d)
  SELL | 2024-09-19 | $    61,760 | Cap: $     3,832 | VP>VAH(3d)
   BUY | 2024-09-22 10:00 | $    62,703 | Cap: $     3,832 | VP<VAL(3d)
  SELL | 2024-09-22 23:00 | $    63,882 | Cap: $     3,904 | VP>VAH(3d)
   BUY | 2024-09-26 01:00 | $    62,946 | Cap: $     3,904 | VP<VAL(3d)
  SELL | 2024-09-26 08:00 | $    63,852 | Cap: $     3,960 | VP>VAH(3d)
   BUY | 2024-09-30 02:00 | $    64,770 | Cap: $     3,960 | VP<VAL(3d)
  SELL | 2024-10-04 13:00 | $    61,932 | Cap: $     3,787 | VP>VAH(3d)
   BUY | 2024-10-07 18:00 | $    63,820 | Cap: $     3,787 | VP<VAL(3d)
  SELL | 2024-10-11 13:00 | $    61,379 | Cap: $     3,642 | VP>VAH(3d)
   BUY | 2024-10-21 14:00 | $    67,312 | Cap: $     3,642 | VP<VAL(3d)
  SELL | 2024-10-24 14:00 | $    67,906 | Cap: $     3,674 | VP>VAH(3d)
   BUY | 2024-10-31 15:00 | $    70,752 | Cap: $     3,674 | VP<VAL(3d)
  SELL | 2024-11-05 15:00 | $    69,964 | Cap: $     3,633 | VP>VAH(3d)
   BUY | 2024-11-05 20:00 | $    68,996 | Cap: $     3,633 | VP<VAL(3d)
  SELL | 2024-11-06 01:00 | $    71,096 | Cap: $     3,744 | VP>VAH(3d)
   BUY | 2024-11-06 08:00 | $    73,371 | Cap: $     3,744 | VP<VAL(3d)
  SELL | 2024-11-06 19:00 | $    75,230 | Cap: $     3,839 | VP>VAH(3d)
   BUY | 2024-11-18 14:00 | $    89,502 | Cap: $     3,839 | VP<VAL(3d)
  SELL | 2024-11-18 16:00 | $    92,310 | Cap: $     3,959 | VP>VAH(3d)
   BUY | 2024-11-24 12:00 | $    97,280 | Cap: $     3,959 | VP<VAL(3d)
  SELL | 2024-11-27 16:00 | $    95,556 | Cap: $     3,889 | VP>VAH(3d)
   BUY | 2024-12-02 08:00 | $    96,000 | Cap: $     3,889 | VP<VAL(3d)
  SELL | 2024-12-04 20:00 | $    97,210 | Cap: $     3,938 | VP>VAH(3d)
   BUY | 2024-12-05 19:00 | $   100,179 | Cap: $     3,938 | VP<VAL(3d)
  SELL | 2024-12-08 16:00 | $    99,912 | Cap: $     3,927 | VP>VAH(3d)
   BUY | 2024-12-09 10:00 | $    98,406 | Cap: $     3,927 | VP<VAL(3d)
  SELL | 2024-12-10 04:00 | $    96,932 | Cap: $     3,868 | VP>VAH(3d)
   BUY | 2024-12-10 16:00 | $    95,659 | Cap: $     3,868 | VP<VAL(3d)
  SELL | 2024-12-11 15:00 | $    99,516 | Cap: $     4,024 | VP>VAH(3d)
   BUY | 2024-12-13 02:00 | $    99,324 | Cap: $     4,024 | VP<VAL(3d)
  SELL | 2024-12-14 02:00 | $   102,145 | Cap: $     4,139 | VP>VAH(3d)
   BUY | 2024-12-16 12:00 | $   103,758 | Cap: $     4,139 | VP<VAL(3d)
  SELL | 2024-12-16 16:00 | $   106,332 | Cap: $     4,241 | VP>VAH(3d)
   BUY | 2024-12-18 09:00 | $   103,805 | Cap: $     4,241 | VP<VAL(3d)
  SELL | 2024-12-24 15:00 | $    97,465 | Cap: $     3,982 | VP>VAH(3d)
   BUY | 2024-12-26 09:00 | $    95,879 | Cap: $     3,982 | VP<VAL(3d)
  SELL | 2024-12-31 14:00 | $    95,587 | Cap: $     3,970 | VP>VAH(3d)
   BUY | 2025-01-07 12:00 | $   100,831 | Cap: $     3,970 | VP<VAL(3d)
  SELL | 2025-01-10 18:00 | $    95,793 | Cap: $     3,772 | VP>VAH(3d)
   BUY | 2025-01-13 09:00 | $    93,039 | Cap: $     3,772 | VP<VAL(3d)
  SELL | 2025-01-13 15:00 | $    91,833 | Cap: $     3,723 | VP>VAH(3d)
   BUY | 2025-01-20 | $   101,332 | Cap: $     3,723 | VP<VAL(3d)
  SELL | 2025-01-20 07:00 | $   107,482 | Cap: $     3,949 | VP>VAH(3d)
   BUY | 2025-01-20 17:00 | $   106,670 | Cap: $     3,949 | VP<VAL(3d)
  SELL | 2025-01-21 18:00 | $   106,173 | Cap: $     3,931 | VP>VAH(3d)
   BUY | 2025-01-23 02:00 | $   102,932 | Cap: $     3,931 | VP<VAL(3d)
  SELL | 2025-01-24 18:00 | $   106,458 | Cap: $     4,065 | VP>VAH(3d)
   BUY | 2025-01-27 | $   102,620 | Cap: $     4,065 | VP<VAL(3d)
  SELL | 2025-01-27 21:00 | $   101,386 | Cap: $     4,016 | VP>VAH(3d)
   BUY | 2025-01-31 19:00 | $   102,627 | Cap: $     4,016 | VP<VAL(3d)
  SELL | 2025-02-03 08:00 | $    95,333 | Cap: $     3,731 | VP>VAH(3d)
   BUY | 2025-02-06 17:00 | $    96,587 | Cap: $     3,731 | VP<VAL(3d)
  SELL | 2025-02-07 14:00 | $    98,828 | Cap: $     3,817 | VP>VAH(3d)
   BUY | 2025-02-07 20:00 | $    96,899 | Cap: $     3,817 | VP<VAL(3d)
  SELL | 2025-02-10 14:00 | $    98,216 | Cap: $     3,869 | VP>VAH(3d)
   BUY | 2025-02-11 18:00 | $    96,165 | Cap: $     3,869 | VP<VAL(3d)
  SELL | 2025-02-12 14:00 | $    94,975 | Cap: $     3,821 | VP>VAH(3d)
   BUY | 2025-02-17 | $    96,118 | Cap: $     3,821 | VP<VAL(3d)
  SELL | 2025-02-17 15:00 | $    96,800 | Cap: $     3,849 | VP>VAH(3d)
   BUY | 2025-02-17 16:00 | $    95,659 | Cap: $     3,849 | VP<VAL(3d)
  SELL | 2025-02-19 12:00 | $    96,423 | Cap: $     3,879 | VP>VAH(3d)
   BUY | 2025-02-21 20:00 | $    95,285 | Cap: $     3,879 | VP<VAL(3d)
  SELL | 2025-02-25 13:00 | $    89,396 | Cap: $     3,640 | VP>VAH(3d)
   BUY | 2025-02-25 14:00 | $    88,826 | Cap: $     3,640 | VP<VAL(3d)
  SELL | 2025-03-02 12:00 | $    86,106 | Cap: $     3,528 | VP>VAH(3d)
   BUY | 2025-03-03 15:00 | $    89,265 | Cap: $     3,528 | VP<VAL(3d)
  SELL | 2025-03-05 18:00 | $    89,688 | Cap: $     3,545 | VP>VAH(3d)
   BUY | 2025-03-07 01:00 | $    85,529 | Cap: $     3,545 | VP<VAL(3d)
  SELL | 2025-03-07 15:00 | $    90,441 | Cap: $     3,748 | VP>VAH(3d)
   BUY | 2025-03-08 02:00 | $    86,106 | Cap: $     3,748 | VP<VAL(3d)
  SELL | 2025-03-11 22:00 | $    83,111 | Cap: $     3,618 | VP>VAH(3d)
   BUY | 2025-03-16 22:00 | $    82,767 | Cap: $     3,618 | VP<VAL(3d)
  SELL | 2025-03-17 19:00 | $    84,497 | Cap: $     3,694 | VP>VAH(3d)
   BUY | 2025-03-18 02:00 | $    83,162 | Cap: $     3,694 | VP<VAL(3d)
  SELL | 2025-03-19 15:00 | $    84,319 | Cap: $     3,745 | VP>VAH(3d)
   BUY | 2025-03-21 15:00 | $    84,240 | Cap: $     3,745 | VP<VAL(3d)
  SELL | 2025-03-23 12:00 | $    84,680 | Cap: $     3,765 | VP>VAH(3d)
   BUY | 2025-03-25 04:00 | $    86,521 | Cap: $     3,765 | VP<VAL(3d)
  SELL | 2025-03-31 15:00 | $    83,499 | Cap: $     3,633 | VP>VAH(3d)
   BUY | 2025-04-03 13:00 | $    81,949 | Cap: $     3,633 | VP<VAL(3d)
  SELL | 2025-04-04 18:00 | $    84,460 | Cap: $     3,744 | VP>VAH(3d)
   BUY | 2025-04-06 17:00 | $    81,970 | Cap: $     3,744 | VP<VAL(3d)
  SELL | 2025-04-07 11:00 | $    76,984 | Cap: $     3,517 | VP>VAH(3d)
